server_id,platform_server_id,inner_server_ip,server_path,server_db_name,server_db_ip,platform,db_port,gm_port,out_server_ip,status,01
s216,zhigame_s2,10.6.7.173,data/xy/shengbei_s216_9216,shengbei_lianyun_s216,10.6.3.121,zhigame,3306,31614,42.62.62.86,running,17
s218,0356wan_s1,10.6.1.121,data/xy/shengbei_s218_9218,shengbei_lianyun_s218,10.6.3.121,0356wan,3306,31814,42.62.56.250,running,16
s219,5577yx_s1,10.6.7.157,data/xy/shengbei_s219_9219,shengbei_lianyun_s219,10.6.3.121,5577yx,3306,31914,42.62.56.227,running,10
s220,dahei_s1,10.6.7.157,data/xy/shengbei_s220_9220,shengbei_lianyun_s220,10.6.3.121,dahei,3306,32014,42.62.56.227,running,11
s221,37wanwan_s5,10.6.5.72,data/xy/shengbei_s221_9221,shengbei_lianyun_s221,10.6.3.121,37wanwan,3306,32114,42.62.26.73,running,22
s222,1377_s25,10.6.7.157,data/xy/shengbei_s222_9222,shengbei_lianyun_s222,10.6.3.121,1377,3306,32214,42.62.56.227,running,12
s223,91wan_s10,10.6.5.72,data/xy/shengbei_s223_9223,shengbei_lianyun_s223,10.6.4.220,91wan,3306,32314,42.62.26.73,running,23
s234,0356wan_s2,10.6.1.121,data/xy/shengbei_s234_9234,shengbei_lianyun_s234,10.6.3.121,0356wan,3306,33414,42.62.56.250,running,17
s256,zhigame_s3,10.6.7.173,data/xy/shengbei_s256_9256,shengbei_lianyun_s256,10.6.3.121,zhigame,3306,35614,42.62.62.86,running,19
s257,dahei_s2,10.6.7.157,data/xy/shengbei_s257_9257,shengbei_lianyun_s257,10.6.3.121,dahei,3306,32014,42.62.56.227,running,13
s258,1377_s26,10.6.7.157,data/xy/shengbei_s258_9258,shengbei_lianyun_s258,10.6.3.121,1377,3306,32214,42.62.56.227,running,14
s259,91wan_s11,10.6.5.72,data/xy/shengbei_s259_9259,shengbei_lianyun_s259,10.6.4.220,91wan,3306,32314,42.62.26.73,running,24
s263,0356wan_s3,10.6.8.102,data/xy/shengbei_s263_9263,shengbei_lianyun_s263,10.6.3.121,0356wan,3306,33414,42.62.62.19,running,15
s272,8090_s12,10.6.8.102,data/xy/shengbei_s272_9272,shengbei_lianyun_s272,10.6.3.121,8090,3306,30614,42.62.62.19,running,16
s273,zongheng_s4,10.6.1.121,data/xy/shengbei_s273_9273,shengbei_lianyun_s273,10.6.3.121,zongheng,3306,31714,42.62.56.250,running,18
s276,zhigame_s4,10.6.1.121,data/xy/shengbei_s276_9276,shengbei_lianyun_s276,10.6.4.220,zhigame,3306,35614,42.62.56.250,running,19
s277,1377_s27,10.6.1.121,data/xy/shengbei_s277_9277,shengbei_lianyun_s277,10.6.3.121,1377,3306,32214,42.62.56.250,running,20
s278,91wan_s12,10.6.1.121,data/xy/shengbei_s278_9278,shengbei_lianyun_s278,10.6.4.220,91wan,3306,32314,42.62.56.250,running,21
s280,0356wan_s4,10.6.8.102,data/xy/shengbei_s280_9280,shengbei_lianyun_s280,10.6.3.121,0356wan,3306,33414,42.62.62.19,running,17
s283,8090_s13,10.6.7.157,data/xy/shengbei_s283_9283,shengbei_lianyun_s283,10.6.3.121,8090,3306,30614,42.62.56.227,running,15
s287,0356wan_s5,10.6.7.173,data/xy/shengbei_s287_9287,shengbei_lianyun_s287,10.6.3.121,0356wan,3306,33414,42.62.62.86,running,21
s294,0356wan_s6,10.6.7.173,data/xy/shengbei_s294_9294,shengbei_lianyun_s294,10.6.3.121,0356wan,3306,33414,42.62.62.86,running,22
s300,zhigame_s5,10.6.1.121,data/xy/shengbei_s300_9300,shengbei_lianyun_s300,10.6.4.220,zhigame,3306,35614,42.62.56.250,running,25
s301,1377_s28,10.6.1.121,data/xy/shengbei_s301_9301,shengbei_lianyun_s301,10.6.3.121,1377,3306,32214,42.62.56.250,running,26
s302,91wan_s13,10.6.1.121,data/xy/shengbei_s302_9302,shengbei_lianyun_s302,10.6.4.220,91wan,3306,32314,42.62.56.250,running,27
s310,zhigame_s6,10.6.7.157,data/xy/shengbei_s310_9310,shengbei_lianyun_s310,10.6.4.220,zhigame,3306,35614,42.62.56.227,running,16
s311,1377_s29,10.6.7.157,data/xy/shengbei_s311_9311,shengbei_lianyun_s311,10.6.3.121,1377,3306,32214,42.62.56.227,running,17
