server_id,platform_server_id,inner_server_ip,server_path,server_db_name,server_db_ip,platform,db_port,gm_port,out_server_ip,status,01
s326,91wan_s15,10.6.7.157,data/xy/shengbei_s326_9326,shengbei_lianyun_s326,10.6.5.191,91wan,3306,32314,42.62.56.227,running,21
s327,360_s46,10.6.1.121,data/xy/shengbei_s327_9327,shengbei_lianyun_s327,10.6.8.122,360,3306,32414,42.62.56.250,running,29
s330,0356wan_s8,10.6.7.173,data/xy/shengbei_s330_9330,shengbei_lianyun_s330,10.6.3.39,0356wan,3306,33414,42.62.62.86,running,25
s331,5664wan_s39,10.6.7.173,data/xy/shengbei_s331_9331,shengbei_lianyun_s331,10.6.3.39,5664wan,3306,32814,42.62.62.86,running,26
s335,91wan_s16,10.6.7.157,data/xy/shengbei_s335_9335,shengbei_lianyun_s335,10.6.5.191,91wan,3306,32314,42.62.56.227,running,24
s336,360_s47,10.6.1.121,data/xy/shengbei_s336_9336,shengbei_lianyun_s336,10.6.5.191,360,3306,32414,42.62.56.250,running,30
s338,zhigame_s9,10.6.7.157,data/xy/shengbei_s338_9338,shengbei_lianyun_s338,10.6.5.191,zhigame,3306,35614,42.62.56.227,running,25
s339,1377_s32,10.6.7.157,data/xy/shengbei_s339_9339,shengbei_lianyun_s339,10.6.5.191,1377,3306,32214,42.62.56.227,running,26
s341,zhigame_s10,10.6.7.157,data/xy/shengbei_s341_9341,shengbei_lianyun_s341,10.6.5.191,zhigame,3306,35614,42.62.56.227,running,27
s343,1717in_s10,10.6.7.108,data/xy/shengbei_s343_9343,shengbei_lianyun_s343,10.6.5.191,1717in,3306,36214,42.62.56.206,running,36
s348,ailiuwa_s5,10.6.7.108,data/xy/shengbei_s348_9348,shengbei_lianyun_s348,10.6.5.191,ailiuwa,3306,32414,42.62.56.206,running,37
s350,ebogame_s2,10.6.8.102,data/xy/shengbei_s350_9350,shengbei_lianyun_s350,10.6.5.191,ebogame,3306,19814,42.62.62.19,running,18
s351,ebogame_s3,10.6.8.102,data/xy/shengbei_s351_9351,shengbei_lianyun_s351,10.6.5.191,ebogame,3306,19814,42.62.62.19,running,19
s353,zhigame_s11,10.6.8.102,data/xy/shengbei_s353_9353,shengbei_lianyun_s353,10.6.5.191,zhigame,3306,35614,42.62.62.19,running,20
s361,ebogame_s4,10.6.8.102,data/xy/shengbei_s361_9361,shengbei_lianyun_s361,10.6.5.191,ebogame,3306,19814,42.62.62.19,running,21
s362,ebogame_s5,10.6.8.102,data/xy/shengbei_s362_9362,shengbei_lianyun_s362,10.6.5.191,ebogame,3306,19814,42.62.62.19,running,22
